name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 101930 b,Confirmed,0.3,,,0.3,,,,,,70.46,0.18,0.18,0.302,,,0.11,0.02,0.02,,,,0.009905,2005,2014-08-30,251.0,11.0,11.0,2453145.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 101930,175.875,-58.0066667,8.21,,,,,30.49,,,0.17,0.06,0.06,0.74,0.05,0.05,,,,K1 V,5.39,,,5079.0,62.0,62.0,,,
HD 102117 b,Confirmed,0.172,0.018,0.018,0.172,0.018,0.018,,,,20.67,0.04,0.04,0.1532,0.0088,0.0088,0.106,0.07,0.07,,,,0.003648,2004,2014-08-30,283.0,3.0,3.0,2450942.9,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 102117,176.2083333,-58.7036111,7.47,,,,,42.0,,,0.3,0.03,0.03,1.03,0.05,0.05,1.27,,,G6V,6.21,,,5672.0,22.0,22.0,,,
HD 102195 b,Confirmed,0.46,0.03,0.03,0.49,,,,,,4.114,0.00057,0.00057,0.049,,,0.14,0.14,0.14,78.0,6.0,6.0,0.001691,2005,2022-07-07,143.4,0.0,0.0,,,,,,,,,,,,,,,,,,,2453895.96,0.03,0.03,63.4,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,"CH4, H2O",HD 102195,176.425,2.8213889,8.05,,,,,28.98,1.0,1.0,0.05,0.05,0.05,0.926,0.016,0.016,0.835,0.016,0.016,K0V,2.4,1.8,1.8,5291.0,34.0,34.0,,,
HD 102272 b,Confirmed,5.9,0.2,0.2,5.9,0.2,0.2,,,,127.58,0.3,0.3,0.614,0.001,0.001,0.05,0.04,0.04,,,,0.001706,2008,2008-06-11,118.0,58.0,58.0,52146.5,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 102272,176.6,14.1238889,8.71,,6.9,6.4,6.26,360.0,90.0,90.0,0.26,0.08,0.08,1.9,0.3,0.3,10.1,4.6,4.6,K0,,,,4908.0,35.0,35.0,,,
HD 102272 c,Confirmed,2.6,0.4,0.4,2.6,0.4,0.4,,,,520.0,26.0,26.0,1.57,0.05,0.05,0.68,0.06,0.06,,,,0.004361,2008,2008-06-11,320.0,10.0,10.0,54135.5,260.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 102272,176.6,14.1238889,8.71,,6.9,6.4,6.26,360.0,90.0,90.0,0.26,0.08,0.08,1.9,0.3,0.3,10.1,4.6,4.6,K0,,,,4908.0,35.0,35.0,,,
HD 102329 b,Confirmed,5.9,0.3,0.3,5.9,0.3,0.3,,,,778.1,7.1,7.1,2.01,0.05,0.05,0.211,0.044,0.044,,,,0.012722,2011,2011-09-01,182.0,10.0,10.0,2455096.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 102329,176.6958333,3.4741667,8.04,,,,,158.0,21.0,21.0,0.3,0.03,0.03,1.95,0.14,0.14,6.3,0.1,0.1,,1.6,0.4,0.4,4830.0,44.0,44.0,,,
HD 102329 c,Confirmed,1.52,0.25,0.25,1.52,0.25,0.25,,,,1123.0,53.0,53.0,,,,0.209,0.202,0.202,,,,,2010,2021-03-30,21.0,74.0,74.0,2454736.0,200.0,200.0,,,,,,,,,,,,,,,,,,,27.4,4.5,4.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 102329,176.6958333,3.4741667,8.04,,,,,158.0,21.0,21.0,0.3,0.03,0.03,1.95,0.14,0.14,6.3,0.1,0.1,,1.6,0.4,0.4,4830.0,44.0,44.0,,,
HD 102365 A b,Confirmed,0.05,0.008,0.008,0.05,0.008,0.008,,,,122.1,0.3,0.3,0.46,0.04,0.04,0.34,0.14,0.14,,,,0.049784,2011,2019-12-13,105.0,22.0,22.0,2450129.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 102365 b,,HD 102365 A,176.6291667,-40.5002778,4.89,,,,,9.24,0.06,0.06,-0.28,0.07,0.07,0.85,,,,,,G2V,9.0,3.0,3.0,5650.0,100.0,100.0,IR Excess,,HD 102365
HD 102843 b,Confirmed,0.3584,0.0456,0.0456,0.3584,0.0456,0.0456,,,,3090.9,295.0,295.0,4.074,0.27,0.27,0.11,0.07,0.07,,,,,2019,2019-04-26,108.7,49.4,49.4,,,,,,,,,,,,,,,,,,,,,,5.24,0.6,0.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 102843,177.59,-1.25,,,,,,62.85,0.19,0.19,,,,0.95,0.05,0.05,,,,K0V,,,,5436.0,69.0,69.0,,,
HD 102956 b,Confirmed,0.96,0.023,0.023,0.96,0.023,0.023,,,,6.4947,0.00019,0.00019,0.0807,0.0073,0.0073,0.037,0.019,0.019,,,,0.000643,2010,2021-04-12,301.0,33.0,33.0,2455351.45,0.64,0.64,,,,,,,,,,,,,,,,,,,74.6,1.8,1.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 102956,177.8458333,57.6408333,8.0,,,,,126.0,13.0,13.0,0.19,0.04,0.04,1.68,0.11,0.11,4.4,0.1,0.1,A,2.3,5.0,5.0,5054.0,44.0,44.0,,,
HD 103197 b,Confirmed,0.098,0.006,0.006,0.098,0.006,0.006,,,,47.84,0.03,0.03,0.249,0.004,0.004,0.0,,,,,,0.005051,2009,2010-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 103197,178.2208333,-50.2927778,9.41,,,,,49.3,3.6,3.6,0.21,0.04,0.04,0.9,,,,,,K1V,9.1,,,5303.0,58.0,58.0,,,
HD 103720 b,Confirmed,0.62,0.025,0.025,0.62,0.025,0.025,,,,4.5557,0.0001,0.0001,0.0498,0.0008,0.0008,0.086,0.024,0.024,,,,,2014,2015-01-08,262.0,15.0,15.0,2455387.46,0.04,0.04,,,,,,,,,,,,,,,,,,,89.0,2.0,2.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 103720,179.170833347,-2.778888914,9.49,,,,,41.6,2.1,2.1,-0.02,0.06,0.06,0.794,0.04,0.04,0.73,0.02,0.02,K3V,3.8,3.7,3.7,5017.0,88.0,88.0,,,
HD 103774 A b,Confirmed,0.367,0.022,0.022,0.367,0.022,0.022,,,,5.8881,0.0005,0.0005,0.07,0.001,0.001,0.09,0.04,0.04,,,,,2013,2019-12-12,318.0,64.0,64.0,2455675.4,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 103774 b,,HD 103774 A,179.2333,-12.1078,7.12,,,,,55.0,2.0,2.0,0.28,0.06,0.06,1.335,0.06,0.06,,,,F5V,1.05,0.64,0.64,6489.0,77.0,77.0,,,HD 103774
HD 103891 b,Confirmed,1.44,0.06,0.06,1.44,0.06,0.06,,,,1919.0,15.0,15.0,3.27,0.01,0.01,0.31,0.03,0.03,,,,,2021,2021-12-17,181.5,8.2,8.2,2455245.0,19.0,19.0,,,,,,,,,,,,,,,,,,,21.12,0.87,0.87,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 103891,179.4383,-9.973333362,6.55,,,,,54.9,0.1,0.1,-0.19,0.01,0.01,1.28,0.01,0.01,2.2,0.05,0.05,F9,,,,6072.0,20.0,20.0,,,
HD 103949 b,Confirmed,0.0352,0.0072,0.0072,0.0352,0.0072,0.0072,,,,120.878,0.45,0.45,0.439,0.009,0.009,0.19,0.12,0.12,,,,,2019,2019-04-26,127.74,68.3,68.3,,,,,,,,,,,,,,,,,,,,,,1.77,0.35,0.35,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 103949,179.55,-23.92,,,,,,26.52,0.05,0.05,,,,0.77,0.04,0.04,,,,K3V,,,,4792.0,54.0,54.0,,,
HD 104067 b,Confirmed,0.186,0.014,0.014,0.186,0.014,0.014,,,,55.806,0.049,0.049,0.2643,0.0045,0.0045,0.0,,,,,,0.012707,2009,2011-07-04,,,,,,,,,,,,,,,,,,,,,,2454043.15,0.056,0.056,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 104067,179.7916667,-20.3538889,7.93,,,,,20.8,0.04,0.04,-0.06,0.05,0.05,0.791,0.02,0.02,,,,K2V,4.33,3.99,3.99,4969.0,72.0,72.0,IR Excess,,
HD 104985 b,Confirmed,8.3,,,8.3,,,,,,199.505,0.085,0.085,0.95,,,0.09,0.009,0.009,,,,0.007647,2003,2016-01-22,203.5,5.7,5.7,2451927.5,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 104985,181.3125,76.9055556,5.79,,,,,102.0,,,-0.35,,,1.6,,,10.87,0.36,0.36,G9 III,2.95,0.65,0.65,4786.0,,,,,
HD 105779 b,Confirmed,0.64,0.06,0.06,0.64,0.06,0.06,,,,2412.0,55.0,55.0,3.38,0.05,0.05,0.0,,,,,,,2021,2021-12-17,,,,2456782.0,39.0,39.0,,,,,,,,,,,,,,,,,,,10.42,1.0,1.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 105779,182.6612,-17.601388935,8.64,,,,,55.1,0.3,0.3,-0.25,0.01,0.01,0.89,0.01,0.01,0.94,0.02,0.02,G2,,,,5792.0,16.0,16.0,,,
HD 106252 b,Confirmed,32.86,25.3,25.3,7.56,,,,,,1600.0,18.0,18.0,2.7,,,0.47,0.028,0.028,166.7,160.2,160.2,0.072115,2002,2015-09-14,292.2,3.2,3.2,51871.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 106252,183.3708333,10.0413889,7.36,,,,,37.44,,,-0.078,,,0.96,,,1.09,,,G0,5.02,,,5754.0,,,,,
HD 106270 b,Confirmed,11.0,0.8,0.8,11.0,0.8,0.8,,,,2890.0,390.0,390.0,4.3,0.4,0.4,0.402,0.054,0.054,,,,0.050648,2011,2011-09-01,15.4,0.4,0.4,2454830.0,390.0,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 106270,183.4041667,-9.5133333,7.73,,,,,84.9,5.7,5.7,0.08,0.03,0.03,1.32,0.092,0.092,2.5,0.1,0.1,G5,4.3,0.6,0.6,5638.0,44.0,44.0,,,
HD 10647 b,Confirmed,0.93,0.18,0.18,0.93,0.18,0.18,,,,1003.0,56.0,56.0,2.03,0.15,0.15,0.1,0.01,0.01,,,,0.117341,2003,2023-04-17,108.9,8.2,8.2,2453654.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Radial Velocity,,,* q01 Eri b,,HD 10647,25.6208333,-53.7408333,5.52,,,,,17.3,,,-0.078,,,1.1,,,1.1,,,F8V,4.8,2.2,2.2,6039.0,,,Imaging,,q1 Eri
HD 106515 A b,Confirmed,9.61,0.14,0.14,9.61,0.14,0.14,,,,3630.0,14.2,14.2,4.59,0.01,0.01,0.572,0.011,0.011,,,,,2011,2019-06-13,123.8,2.5,2.5,2451844.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 106515 A,183.7791667,-7.2572222,7.35,,,,,35.2,1.0,1.0,0.01,,,0.91,0.03,0.03,,,,G5,6.0,2.0,2.0,5232.0,,,,,
HD 106574 b,Confirmed,8.5,1.1,1.1,8.5,1.1,1.1,,,,1065.7,14.6,14.6,2.2,0.1,0.1,0.03,0.03,0.03,,,,,2018,2018-08-15,44.66,122.15,122.15,2455585.0,360.0,360.0,,,,,,,,,,,,,,,,,,,149.0,8.0,8.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 106574,181.285385562,70.2000081633,5.88,,,,,143.0,6.0,6.0,-0.43,0.04,0.04,1.2,0.1,0.1,17.1,0.9,0.9,K2 III,4.6,1.3,1.3,4501.0,33.0,33.0,,,
HD 10697 b,Confirmed,6.837,0.532,0.532,6.383,0.078,0.078,1.152,,,1075.69,0.82,0.82,2.14,0.088,0.088,0.1043,0.0083,0.0083,69.0,26.0,26.0,0.066339,2000,2018-12-30,114.9,6.0,6.0,2451492.0,17.0,17.0,,,,,,,,,,,,,,,,,,,116.9,1.3,1.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,109 Psc b,,HD 10697,26.2326,20.08315,6.29,,,,,32.56,0.88,0.88,0.1,0.06,0.06,1.13,0.03,0.03,1.79,0.17,0.17,G5 IV,6.9,0.6,0.6,5600.0,80.0,80.0,,,109 Psc
HD 107148 b,Confirmed,0.21,0.036,0.036,0.21,0.036,0.036,,,,48.056,0.057,0.057,0.269,0.016,0.016,0.05,0.17,0.17,,,,0.005244,2006,2014-02-13,75.0,,,2439969.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 107148,184.8041667,-3.3197222,8.01,,,,,51.3,2.6,2.6,0.314,,,1.12,,,,,,G5,5.6,,,5797.0,,,,,
HD 107148 c,Confirmed,0.0626,0.0098,0.0098,0.0626,0.0098,0.0098,,,,18.3267,0.0024,0.0024,0.1406,0.0018,0.0018,0.34,0.16,0.16,,,,,2021,2021-05-27,315.5,24.0,24.0,,,,2455203.4,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 107148,184.8041667,-3.3197222,8.01,,,,,51.3,2.6,2.6,0.314,,,1.12,,,,,,G5,5.6,,,5797.0,,,,,
HD 108147 b,Confirmed,0.261,0.04,0.04,0.261,0.04,0.04,,,,10.8985,0.0045,0.0045,0.102,0.06,0.06,0.53,0.12,0.12,,,,0.002645,2002,2016-01-15,308.0,24.0,24.0,2450828.86,0.71,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 108147,186.4416667,-64.0219444,6.99,,,,,38.57,,,0.18,,,1.19,,,1.22,,,F8/G0 V,1.98,,,6067.0,,,,,
HD 108202 b,Confirmed,3.0,0.5,0.5,,,,,,,2990.0,54.0,54.0,3.7,0.1,0.1,0.52,0.04,0.04,56.0,13.0,13.0,,2023,2023-08-14,78.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 108202,186.462500017,-1.110555566,10.2,,,,,38.65,0.03,0.03,,,,0.74,0.04,0.04,,,,K4/5V,6.5,4.0,4.0,,,,,,
HD 108341 A b,Confirmed,3.5,3.4,3.4,3.5,3.4,3.4,,,,1129.0,6.0,6.0,2.0,0.04,0.04,0.85,0.09,0.09,,,,,2014,2019-12-12,56.7,4.0,4.0,2456633.0,33.0,33.0,,,,,,,,,,,,,,,,,,,144.0,311.0,311.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 108341 b,,HD 108341 A,186.879166677,-71.423055569,9.36,,,,,49.4,2.3,2.3,0.04,0.06,0.06,0.843,0.024,0.024,0.79,0.03,0.03,K2V,4.9,4.1,4.1,5122.0,79.0,79.0,,,HD 108341
HD 108863 b,Confirmed,2.6,0.2,0.2,2.6,0.2,0.2,,,,443.4,4.2,4.2,1.4,0.03,0.03,0.1,inf,inf,,,,0.010072,2011,2011-09-01,177.0,60.0,60.0,2455516.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 108863,187.5833333,21.9483333,7.89,,,,,139.0,15.0,15.0,0.2,0.03,0.03,1.85,0.13,0.13,5.6,0.1,0.1,K0,1.8,0.4,0.4,4956.0,44.0,44.0,,,
HD 108874 b,Confirmed,1.36,0.13,0.13,1.36,0.13,0.13,,,,395.4,2.5,2.5,1.051,0.02,0.02,0.07,0.04,0.04,,,,0.015343,2003,2012-08-17,248.4,36.0,36.0,60131.5,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 108874,187.6083333,22.8797222,8.76,,,,,68.5,,,0.14,,,1.0,,,1.22,,,G5,7.26,,,5407.0,,,IR Excess,,
HD 108874 c,Confirmed,1.018,0.3,0.3,1.018,0.3,0.3,,,,1605.8,88.0,88.0,2.68,0.25,0.25,0.25,0.07,0.07,,,,0.039124,2005,2012-08-17,17.3,23.0,23.0,14584.8,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 108874,187.6083333,22.8797222,8.76,,,,,68.5,,,0.14,,,1.0,,,1.22,,,G5,7.26,,,5407.0,,,IR Excess,,
HD 109246 b,Confirmed,0.77,0.09,0.09,0.77,0.09,0.09,,,,68.27,0.13,0.13,0.33,0.08,0.08,0.12,0.04,0.04,,,,0.00503,2010,2010-06-27,235.0,29.0,29.0,54824.6,4.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 109246,188.0291667,74.4894444,8.77,,,,,65.6,3.0,3.0,0.1,,,1.01,0.11,0.11,1.02,0.07,0.07,GOV,,,,5844.0,21.0,21.0,,,
HD 109271 b,Confirmed,0.054,0.004,0.004,0.054,0.004,0.004,,,,7.8543,0.0009,0.0009,0.079,0.001,0.001,0.25,0.08,0.08,,,,,2013,2013-01-17,296.0,20.0,20.0,2455719.1,3.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 109271,188.4,-11.6219,8.05,,,,,62.0,3.0,3.0,0.1,0.05,0.05,1.047,0.024,0.024,,,,G5V,7.3,1.2,1.2,5783.0,62.0,62.0,,,
HD 109271 c,Confirmed,0.076,0.007,0.007,0.076,0.007,0.007,,,,30.93,0.02,0.02,0.196,0.003,0.003,0.15,0.09,0.09,,,,,2013,2013-01-17,4.0,120.0,120.0,2455733.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 109271,188.4,-11.6219,8.05,,,,,62.0,3.0,3.0,0.1,0.05,0.05,1.047,0.024,0.024,,,,G5V,7.3,1.2,1.2,5783.0,62.0,62.0,,,
HD 109286 b,Confirmed,2.99,0.15,0.15,2.99,0.15,0.15,,,,520.1,2.3,2.3,1.259,0.022,0.022,0.338,0.035,0.035,,,,,2020,2021-07-13,133.1,7.4,7.4,2456094.7,9.2,9.2,,,,,,,,,,,,,,,,,,,81.6,2.8,2.8,259.4,5.5,5.5,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 109286,188.395833345,7.28083335,8.77,,,,,55.5,0.1,0.1,0.05,0.02,0.02,0.98,0.05,0.05,1.089,0.04,0.04,G5,,,,5694.0,23.0,23.0,,,
HD 109749 b,Confirmed,0.28,0.016,0.016,0.28,0.016,0.016,0.99,,,5.23921,0.000935533,0.000935533,0.0635,,,0.0451,0.025,0.025,,,,0.001076,2005,2015-02-27,72.3,55.8,55.8,2453426.3,,,,,,,,,,,,,,,,,,3013.55,0.14,0.14,28.49,1.12,1.12,,,,,,,,,,Announced on a professional conference,Radial Velocity,Radial Velocity,Theoretical,,,HD 109749,189.3166667,-40.8119444,8.1,,,,,59.0,,,0.25,0.05,0.05,1.2,0.1,0.1,,,,G3 IV,10.3,2.9,2.9,5610.0,,,,,
HD 10975 b,Confirmed,0.45,0.15,0.15,0.45,0.15,0.15,,,,283.8,0.1,0.1,0.95,0.08,0.08,0.442,0.39,0.39,,,,,2021,2021-12-15,135.0,35.0,35.0,2455450.7,183.0,183.0,,,,,,,,,,,,,,,,,,,12.3,3.5,3.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 10975,27.162500013,37.952777799,,,,,,,,,,,,,,,,,,K0 III,,,,,,,,,
HD 110014 b,Confirmed,11.09,1.0,1.0,11.09,1.0,1.0,,,,835.477,6.04,6.04,2.14,0.03,0.03,0.462,0.069,0.069,,,,0.023778,2009,2021-04-12,290.6,3.8,3.8,2451796.9065,5.1,5.1,,,,,,,,,,,,,,,,,,,158.2,14.4,14.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,chi Vir b,,HD 110014,189.8083333,-7.9955556,4.66,,,,,90.0,2.3,2.3,0.19,0.05,0.05,2.17,0.28,0.28,20.9,1.1,1.1,K2III,0.95,0.4,0.4,4445.0,70.0,70.0,,,
HD 110014 c,Confirmed,3.1,0.4,0.4,3.1,0.4,0.4,,,,130.0,0.9,0.9,0.64,0.003,0.003,0.44,0.2,0.2,,,,,2015,2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,chi Vir c,,HD 110014,189.8083333,-7.9955556,4.66,,,,,90.0,2.3,2.3,0.19,0.05,0.05,2.17,0.28,0.28,20.9,1.1,1.1,K2III,0.95,0.4,0.4,4445.0,70.0,70.0,,,
HD 110113 c,Confirmed,0.033,0.0038,0.0038,0.033,0.0038,0.0038,,,,6.744,0.009,0.009,0.068,0.002,0.002,0.045,0.038,0.038,,,,,2021,2021-01-14,300.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,3.38,0.37,0.37,990.0,10.0,10.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 110113,190.037500003,-44.31194446,10.0,,,,,106.3,0.72,0.72,,,,0.997,0.06,0.06,0.968,0.018,0.018,,,,,5732.0,50.0,50.0,,,TOI-755
HD 111232 b,Confirmed,6.8,,,6.8,,,,,,1143.0,14.0,14.0,1.97,,,0.2,0.01,0.01,,,,0.067931,2004,2010-12-28,98.0,6.0,6.0,51230.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 111232,192.2125,-68.425,7.61,,,,,29.0,,,-0.36,0.04,0.04,0.78,,,,,,G8V,5.2,,,5494.0,,,,,
HD 111591 b,Confirmed,4.4,0.4,0.4,4.4,0.4,0.4,,,,1056.4,14.3,14.3,2.5,0.1,0.1,0.26,0.1,0.1,,,,,2017,2017-11-17,78.72,12.0,12.0,2455602.4,31.0,31.0,,,,,,,,,,,,,,,,,,,59.0,3.0,3.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 111591,192.570833339,22.863333361,6.6,,,,,108.0,5.0,5.0,0.07,0.04,0.04,1.94,0.07,0.07,8.03,0.49,0.49,K0III,1.41,0.14,0.14,4884.0,30.0,30.0,,,
HD 112300 b,Confirmed,15.83,2.7,2.7,15.83,2.7,2.7,,,,466.63,1.3,1.3,1.33,0.11,0.11,0.36,0.11,0.11,,,,,2023,2023-08-01,333.3,9.8,9.8,2453611.56,27.9,27.9,,,,,,,,,,,,,,,,,,,354.0,23.0,23.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,delta Vir b,,HD 112300,193.900000012,3.397500019,3.4,,,,,60.81,,,-0.06,,,1.4,0.3,0.3,65.8,,,,,,,3657.0,,,,,delta Vir
HD 11231 b,Confirmed,0.434,0.047,0.047,0.434,0.047,0.047,,,,5.2049,0.002,0.002,0.0664,0.005,0.005,0.083,0.083,0.083,,,,,2019,2019-12-26,,,,2457286.78871,,,,,,,,,,,,,,,,,,,,,39.99,4.2,4.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,DMPP-2 b,,HD 11231,27.408333346,-34.459166683,8.6,,,,,134.0,4.0,4.0,,,,1.44,0.03,0.03,1.78,0.09,0.09,F5V,2.0,0.3,0.3,6500.0,100.0,100.0,,,
HD 112640 b,Confirmed,5.0,1.0,1.0,5.0,1.0,1.0,,,,613.2,5.8,5.8,1.7,0.1,0.1,0.24,0.18,0.18,,,,,2020,2020-12-11,114.4,22.8,22.8,2455300.4,38.8,38.8,,,,,,,,,,,,,,,,,,,83.0,8.5,8.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 112640,194.241666686,67.24277779,6.5,,,,,326.8,2.0,2.0,-0.09,0.07,0.07,1.8,0.2,0.2,39.0,5.0,5.0,K0 III,1.6,0.3,0.3,4155.0,15.0,15.0,,,
HD 113337 b,Confirmed,3.1,0.2,0.2,3.1,0.2,0.2,,,,323.4,0.8,0.8,1.03,0.02,0.02,0.36,0.03,0.03,,,,,2013,2019-06-27,229.1,4.9,4.9,2456074.5,2.3,2.3,,,,,,,,,,,,,,,,,,,76.1,2.9,2.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 113337,195.4458,63.6103,6.0,,,,,36.9,0.4,0.4,0.07,,,1.4,0.14,0.14,1.5,0.15,0.15,,0.15,0.05,0.05,6577.0,16.0,16.0,,,
HD 113337 c,Confirmed,7.2,0.5,0.5,7.2,0.5,0.5,,,,3264.7,134.0,134.0,4.8,0.23,0.23,0.18,0.04,0.04,,,,,2018,2019-06-27,314.0,13.0,13.0,2458236.8,217.0,217.0,,,,,,,,,,,,,,,,,,,76.7,2.4,2.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 113337,195.4458,63.6103,6.0,,,,,36.9,0.4,0.4,0.07,,,1.4,0.14,0.14,1.5,0.15,0.15,,0.15,0.05,0.05,6577.0,16.0,16.0,,,
HD 113538 b,Confirmed,0.36,0.04,0.04,0.36,0.04,0.04,,,,663.2,8.4,8.4,1.24,0.04,0.04,0.14,0.08,0.08,,,,,2010,2015-01-08,74.0,37.0,37.0,2455500.0,17.0,17.0,,,,,,,,,,,,,,,,,,,12.2,1.1,1.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 113538,196.2375,-52.4430556,9.06,,,,,15.8,0.4,0.4,-0.24,0.06,0.06,0.585,0.05,0.05,0.53,0.02,0.02,K9V,4.3,4.0,4.0,4462.0,145.0,145.0,,,
