name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
KMT-2021-BLG-1770 b,Confirmed,20.0,11.0,11.0,,,,,,,,,,0.9,0.13,0.13,,,,,,,,2023,2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Radial Velocity,,,,KMT-2021-BLG-1770,270.441666682,-27.418611121,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1898 b,Confirmed,0.76,0.05,0.05,,,,,,,,,,2.5,0.5,0.5,,,,,,,,2022,2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1898,265.691666682,-27.375833348,,,,,,6900.0,1300.0,1300.0,,,,0.48,0.26,0.26,,,,,,,,,,,,,
KMT-2021-BLG-1931 b,Confirmed,0.01432,0.00727,0.00727,,,,,,,,,,2.29,0.71,0.71,,,,,,,,2022,2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-1931,270.683333348,-23.060555565,,,,,,5720.0,1670.0,1670.0,,,,0.37,0.19,0.19,,,,,,,,,,,,,
KMT-2021-BLG-2010 b,Confirmed,1.07,0.68,0.68,,,,,,,,,,1.79,0.38,0.38,,,,,,,,2023,2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-2010,268.016666668,-32.26972223,,,,,,7090.0,380.0,380.0,,,,0.37,0.23,0.23,,,,,,,,,,,,,
KMT-2021-BLG-2294 b,Confirmed,0.07,0.1,0.1,,,,,,,,,,1.05,0.25,0.25,,,,,,,,2022,2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-2294,270.062500005,-28.612500022,,,,,,6830.0,1000.0,1000.0,,,,0.125,0.08,0.08,,,,,,,,,,,,,
KMT-2021-BLG-2478 b,Confirmed,0.8,0.35,0.35,,,,,,,,,,1.38,0.26,0.26,,,,,,,,2022,2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2021-BLG-2478,269.308333338,-26.101944448,,,,,,2500.0,870.0,870.0,,,,0.12,0.06,0.06,,,,,,,,,,,,,
KMT-2022-BLG-0371 b,Confirmed,0.26,0.11,0.11,,,,,,,,,,3.02,0.36,0.36,,,,,,,,2023,2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2022-BLG-0371,265.362500009,-34.698611137,,,,,,7140.0,1340.0,1340.0,,,,0.63,0.28,0.28,,,,,,,,,,,,,
KMT-2022-BLG-0440L b,Confirmed,0.0485,0.0233,0.0233,,,,,,,,,,1.9,0.7,0.7,,,,,,,,2023,2023-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2022-BLG-0440L,269.58333334,-32.295277793,,,,,,3500.0,1600.0,1600.0,,,,0.53,0.26,0.26,,,,,,,,,,,,,
KMT-2022-BLG-0475 b,Confirmed,0.079,0.042,0.042,,,,,,,,,,2.03,0.38,0.38,,,,,,,,2023,2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2022-BLG-0475,271.337500007,-27.037777782,,,,,,6580.0,1240.0,1240.0,,,,0.43,0.23,0.23,,,,,,,,,,,,,
KMT-2022-BLG-1013 b,Confirmed,0.31,0.16,0.16,,,,,,,,,,1.38,0.2,0.2,,,,,,,,2023,2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2022-BLG-1013,264.70833335,-28.355555567,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-1480 b,Confirmed,0.083,0.042,0.042,,,,,,,,,,1.22,0.15,0.15,,,,,,,,2023,2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2022-BLG-1480,269.729166685,-29.473333348,,,,,,7790.0,920.0,920.0,,,,0.18,0.09,0.09,,,,,,,,,,,,,
MOA-2007-BLG-192L b,Confirmed,0.01,0.005,0.005,,,,,,,,,,0.66,0.14,0.14,,,,,,,0.000943,2008,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2007-BLG-192L,272.0166667,-27.15,,19.81,19.6,,,700.0,120.0,120.0,,,,0.06,0.012,0.012,,,,M,,,,,,,,,
MOA-2007-BLG-197L b,Confirmed,41.0,2.0,2.0,,,,,,,,,,4.29,0.1,0.1,,,,,,,,2015,2015-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2007-BLG-197L,271.770833335,-31.946388918,,,,,,4170.0,300.0,300.0,,,,0.82,0.04,0.04,,,,,,,,,,,,,
MOA-2007-BLG-400L b,Confirmed,1.71,0.27,0.27,,,,,,,,,,3.9,3.3,3.3,,,,,,,0.000142,2008,2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2007-BLG-400L,272.425,-29.2241667,,,,,,6890.0,770.0,770.0,,,,0.69,0.04,0.04,,,,,,,,,,,,,
MOA-2008-BLG-310L b,Confirmed,0.233,0.053,0.053,,,,,,,,,,1.25,0.1,0.1,,,,,,,0.000208,2010,2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2008-BLG-310L,268.5583333,-34.7780556,,,,23.38,,6000.0,nan,nan,,,,0.67,0.14,0.14,,,,,,,,,,,,,
MOA-2008-BLG-379L b,Confirmed,4.1,1.9,1.9,,,,,,,,,,3.3,1.2,1.2,,,,,,,,2013,2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2008-BLG-379L,269.704166683,-29.803055541,,,,,,3600.0,1300.0,1300.0,,,,0.66,0.3,0.3,,,,,,,,,,,,,
MOA-2009-BLG-266L b,Confirmed,0.0327,0.005,0.005,,,,,,,2780.0,500.0,500.0,3.2,0.5,0.5,,,,,,,0.001053,2010,2011-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2009-BLG-266L,267.025,-35.0052778,,,,,,3040.0,330.0,330.0,,,,0.56,0.09,0.09,,,,,,,,,,,,,
MOA-2009-BLG-319L b,Confirmed,0.208,0.0255,0.0255,,,,,,,,,,2.0,0.43,0.43,,,,,,,0.000328,2010,2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,Microlensing,,,,MOA-2009-BLG-319,271.7416667,-26.8197222,,,,,,6100.0,1.2,1.2,,,,0.38,0.18,0.18,,,,K,,,,,,,,,
MOA-2009-BLG-387L b,Confirmed,2.6,1.6,1.6,,,,,,,1970.0,1.6,1.6,1.8,0.7,0.7,,,,,,,0.000316,2011,2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2009-BLG-387L,268.4625,-33.9902778,,,,,,5700.0,2200.0,2200.0,,,,0.19,0.12,0.12,,,,M,,,,,,,,,
MOA 2009-BLG-411L b,Confirmed,53.0,,,,,,,,,,,,0.15,,,,,,,,,,2012,2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA 2009-BLG-411L,268.493333353,-29.748888916,,,,,,6900.0,900.0,900.0,,,,0.18,,,,,,M,,,,,,,,,
MOA-2010-BLG-117 b,Confirmed,0.51,0.07,0.07,,,,,,,,,,2.9,0.5,0.5,,,,,,,,2017,2017-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2010-BLG-117,271.95695835,-25.3446389046,21.7,,,,,3400.0,200.0,200.0,,,,0.58,0.1,0.1,,,,,,,,,,,,,
MOA-2010-BLG-328L b,Confirmed,0.029,0.007,0.007,,,,,,,,,,0.92,0.16,0.16,,,,,,,,2013,2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2010-BLG-328L,269.4958,-30.7153,,,,,,810.0,100.0,100.0,,,,0.11,0.01,0.01,,,,M,,,,,,,,,
MOA-2010-BLG-353L b,Confirmed,0.27,0.16,0.16,,,,,,,,,,1.72,0.48,0.48,,,,,,,,2015,2015-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2010-BLG-353L,271.304166671,-27.293333347,,,,,,6430.0,1150.0,1150.0,,,,0.18,0.11,0.11,,,,M,,,,,,,,,
MOA-2010-BLG-477L b,Confirmed,1.4,0.3,0.3,,,,,,,,,,2.8,0.5,0.5,,,,,,,0.00087,2012,2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2010-BLG-477L,271.5291667,-31.4544444,,,,,,2300.0,600.0,600.0,,,,0.53,0.11,0.11,,,,WD,,,,,,,,,
MOA-2011-BLG-028L b,Confirmed,0.094,0.038,0.038,,,,,,,,,,7.14,0.64,0.64,,,,,,,,2015,2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2011-BLGL-028L,270.858333342,-29.213333348,,,,,,7380.0,620.0,620.0,,,,0.75,0.3,0.3,,,,,,,,,,,,,
MOA-2011-BLG-262L b,Confirmed,0.0566340496492,0.03146336091621,0.03146336091621,,,,,,,,,,0.84,0.25,0.25,,,,,,,,2013,2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-262L,270.095833341,-30.754722208,,,,,,7350.0,350.0,350.0,,,,0.12,0.19,0.19,,,,,,,,,,,,,
MOA-2011-BLG-274 b,Confirmed,0.8,0.3,0.3,,,,,,,,,,40.0,,,,,,,,,,2014,2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-274,268.675000014,-28.91638892,,,,,,800.0,250.0,250.0,,,,,,,,,,,,,,,,,,,
MOA-2011-BLG-291 b,Confirmed,0.085,0.053,0.053,,,,,,,,,,1.4,0.3,0.3,,,,,,,,2018,2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2011-BLG-291,268.866666676,-29.170555562,,,,,,7000.0,1500.0,1500.0,,,,0.22,0.13,0.13,,,,,,,,,,,,,
MOA-2011-BLG-293L b,Confirmed,4.8,0.3,0.3,,,,,,,,,,1.1,0.1,0.1,,,,,,,0.00014,2012,2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-293L,268.9125,-28.4769444,,,,,,7700.0,440.0,440.0,,,,0.86,0.06,0.06,,,,,,,,,,,,,
MOA-2011-BLG-322L b,Confirmed,7.8,8.6,8.6,,,,,,,,,,3.6,1.5,1.5,,,,,,,,2013,2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-322,271.225,-27.2208,,,,,,7740.0,970.0,970.0,,,,0.31,0.34,0.34,,,,,,,,,,,,,
MOA-2012-BLG-006 b,Confirmed,8.4,3.9,3.9,,,,,,,,,,10.2,2.4,2.4,,,,,,,,2017,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2012-BLG-006,270.441666682,-29.108888898,,,,,,5300.0,1300.0,1300.0,,,,0.49,0.23,0.23,,,,,,,,,,,,,
MOA-2012-BLG-505L b,Confirmed,6.7,3.5,3.5,,,,,,,,,,1.12,0.32,0.32,,,,,,,,2017,2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2012-BLG-505L,268.141666678,-32.040000006,,,,,,7210.0,1100.0,1100.0,,,,0.1,0.05,0.05,,,,M,,,,,,,,,
MOA-2013-BLG-220L b,Confirmed,2.74,0.17,0.17,,,,,,,,,,3.03,0.27,0.27,,,,,,,,2014,2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2013-BLG-220L,270.987500019,-28.455277758,,,,,,6720.0,590.0,590.0,,,,0.88,0.05,0.05,,,,,,,,,,,,,
MOA-2013-BLG-605L b,Confirmed,0.066,0.02,0.02,,,,,,,,,,4.2,0.9,0.9,,,,,,,,2015,2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2013-BLG-605L,269.679166681,-29.398333353,,,,,,3600.0,800.0,800.0,,,,0.19,0.06,0.06,,,,,,,,,,,,,
MOA-2014-BLG-472 b,Confirmed,1.9,1.2,1.2,,,,,,,,,,0.96,0.31,0.31,,,,,,,,2021,2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,Microlensing,,,,MOA-2014-BLG-472,270.079166673,-28.148888904,,,,,,7200.0,1700.0,1700.0,,,,0.31,0.19,0.19,,,,,,,,,,,,,
MOA-2015-BLG-337 a,Confirmed,9.8,6.8,6.8,,,,,,,,,,0.24,0.024,0.024,,,,,,,,2018,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,,271.94870834923,-28.170277784,,,,,,7100.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,
MOA-2015-BLG-337 b,Confirmed,0.106,0.073,0.073,,,,,,,,,,0.24,0.09,0.09,,,,,,,,2018,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,,271.94870834923,-28.170277784,,,,,,7100.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,
MOA-2016-BLG-227L b,Confirmed,2.3,1.2,1.2,,,,,,,,,,1.64,0.36,0.36,,,,,,,,2017,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2016-BLG-227L,271.475000018,-27.714166692,,,,,,6400.0,1000.0,1000.0,,,,0.24,0.12,0.12,,,,,,,,,,,,,
MOA-2016-BLG-231 b,Confirmed,9.0,2.0,2.0,,,,,,,,,,0.88,0.15,0.15,,,,,,,,2019,2021-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2016-BLG-231,268.300000004,-30.192222233,,,,,,2850.0,500.0,500.0,,,,0.021,0.005,0.005,,,,,,,,,,,,,
MOA-2016-BLG-319L b,Confirmed,0.62,0.33,0.33,,,,,,,,,,0.95,0.2,0.2,,,,,,,,2018,2018-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2016-BLG-319L,268.741666686,-29.750555571,,,,,,6800.0,1400.0,1400.0,,,,0.15,0.08,0.08,,,,,,,,,,,,,
MOA-2016-BLG-532 b,Confirmed,0.41,0.33,0.33,,,,,,,,,,1.09,0.17,0.17,,,,,,,,2023,2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2016-BLG-532,269.433333348,-29.10722223,,,,,,,,,,,,,,,,,,,,,,,,,,,"KMT-2016-BLG-0506, OGL-2016-BLG-1749"
MOA-2019-BLG-008L b,Confirmed,24.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,2022,2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2019-BLG-008L,267.983333352,-29.989722247,,,,,,2700.0,500.0,500.0,,,,0.75,0.25,0.25,,,,,,,,,,,,,
MOA-2020-BLG-135 b,Confirmed,0.0356,0.0217,0.0217,,,,,,,,,,1.11,0.2,0.2,,,,,,,,2022,2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2020-BLG-135,268.425000014,-29.807500022,,,,,,7900.0,1000.0,1000.0,,,,0.23,0.14,0.14,,,,,,,,,,,,,
MOA-2020-BLG-208 b,Confirmed,0.2168,0.107,0.107,,,,,,,,,,2.88,0.4,0.4,,,,,,,,2022,2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2020-BLG-208,268.433333348,-32.589444461,,,,,,7490.0,1130.0,1130.0,,,,0.656,0.32,0.32,,,,,,,,,,,,,
MOA-2022-BLG-249L b,Confirmed,0.0152,0.00453,0.00453,,,,,,,,,,1.63,0.35,0.35,,,,,,,,2023,2023-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2022-BLG-249L,268.866666676,-28.306111122,,,,,,2000.0,420.0,420.0,,,,0.18,0.05,0.05,,,,,,,,,,,,,
MOA-9y-5919,Confirmed,0.00176,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,2023,2023-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,Microlensing,,,,,274.672158347106,-25.9543472447,,,,,,5220.0,2950.0,2950.0,,,,,,,,,,,,,,,,,,,
MOA-9y-770,Confirmed,0.0702,0.0547,0.0547,,,,,,,,,,,,,,,,,,,,2023,2023-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,Microlensing,,,,,268.820383338964,-33.14324723282,,,,,,6950.0,3520.0,3520.0,,,,,,,,,,,,,,,,,,,
MOA-bin-1L b,Confirmed,3.7,2.1,2.1,,,,,,,,,,8.3,4.5,4.5,,,,,,,0.001627,2012,2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,MOA-bin-1 b,,MOA-bin-1L,261.7925,-29.793972,,,,,,5100.0,1900.0,1900.0,,,,0.75,0.41,0.41,,,,,,,,,,,,,
MOA-bin-29 b,Confirmed,0.55,0.07,0.07,,,,,,,,,,1.13,0.6,0.6,,,,,,,,2019,2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-bin-29,269.37500001,-29.736666684,,,,,,6900.0,300.0,300.0,,,,6.5,3.5,3.5,,,,,,,,,,,,,
OGLE-2003-BLG-235L b,Confirmed,2.34,0.53,0.53,,,,,,,,,,4.0,0.7,0.7,,,,,,,0.000981,2004,2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,MOA-2003-BLG-53 b,,OGLE-2003-BLG-235L,271.3166667,-28.895,,19.7,,,,5260.0,710.0,710.0,,,,0.56,0.06,0.06,,,,,,,,,,,,,MOA-2003-BLG-53
OGLE-2005-071L b,Confirmed,3.5,0.3,0.3,,,,,,,3600.0,0.0,0.0,3.6,0.2,0.2,,,,,,,0.001091,2005,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2005-071L,267.5375,-34.6730556,,19.5,,,,3300.0,400.0,400.0,,,,0.46,0.04,0.04,,,,,,,,,,,,,
OGLE-2005-169L b,Confirmed,0.0444,0.003,0.003,,,,,,,,,,4.0,0.6,0.6,,,,,,,0.001037,2005,2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2005-169L,271.5208333,-30.7325,,20.4,,,,4100.0,400.0,400.0,,,,0.69,0.02,0.02,,,,K5,,,,,,,,,
OGLE-2005-390L b,Confirmed,0.017,,,,,,,,,3500.0,,,2.1,,,,,,,,,0.000323,2005,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2005-390L,268.5791667,-30.3772222,,15.7,,,,6500.0,,,,,,0.22,,,,,,M,,,,,,,,,
OGLE-2006-109L b,Confirmed,0.727,0.06,0.06,,,,,,,1790.0,548.0,548.0,2.3,0.5,0.5,,,,64.0,7.0,7.0,0.001523,2008,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2006-109L,268.1458333,-30.0877778,,,,17.17,,1510.0,120.0,120.0,,,,0.51,0.04,0.04,,,,,,,,,,,,,
OGLE-2006-109L c,Confirmed,0.271,0.022,0.022,,,,,,,4931.0,1750.0,1750.0,4.5,1.0,1.0,0.15,0.1,0.1,64.0,8.0,8.0,0.00298,2008,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2006-109L,268.1458333,-30.0877778,,,,17.17,,1510.0,120.0,120.0,,,,0.51,0.04,0.04,,,,,,,,,,,,,
OGLE-2006-BLG-284 b,Confirmed,0.453,0.258,0.258,,,,,,,,,,2.2,0.8,0.8,,,,,,,,2020,2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2006-BLG-284,269.658333346,-29.136666672,,,,,,4000.0,1500.0,1500.0,,,,0.45,0.3,0.3,,,,,,,,,,,,,
OGLE-2007-BLG-349L (AB) b,Confirmed,0.25,0.041,0.041,,,,,,,,,,2.59,0.34,0.34,,,,,,,,2016,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2007-BLG-349L (AB),271.350000008,-26.421944457,,,,,,2760.0,380.0,380.0,,,,0.71,0.12,0.12,,,,,,,,,,,,,
OGLE-2007-BLG-368L b,Confirmed,0.0694,,,,,,,,,,,,3.3,8.8,8.8,,,,,,,0.000559,2008,2009-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2007-BLG-368L,269.1083333,-32.2375,,,,,,5900.0,1400.0,1400.0,,,,0.64,0.26,0.26,,,,,,,,,,,,,
OGLE-2008-BLG-092L A b,Confirmed,0.18,,,,,,,,,,,,15.0,,,,,,,,,,2014,2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,OGLE-2008-BLG-092L b,,OGLE-2008-BLG-092L A,266.872583343,-34.7265555778,,13.9,,,,7000.0,,,,,,0.71,,,,,,,,,,,,,,,OGLE-2008-BLG-092L
OGLE-2008-BLG-355L b,Confirmed,4.6,2.2,2.2,,,,,,,,,,1.7,0.3,0.3,,,,,,,,2014,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2008-BLG-355L,269.786708336,-29.2405277552,,,,,,6800.0,1100.0,1100.0,,,,0.37,0.17,0.17,,,,,,,,,,,,,
OGLE-2009-BLG-151L b,Confirmed,7.5,0.3,0.3,,,,,,,,,,0.31,0.01,0.01,,,,,,,,2013,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,MOA-2009-232 b,,OGLE-2009-BLG-151L,268.5917,-29.0558,15.84,,,,,390.0,10.0,10.0,,,,0.018,0.001,0.001,,,,,,,,,,,,,MOA-2009-232
OGLE-2011-BLG-0173L b,Confirmed,0.19,0.11,0.11,,,,,,,,,,10.0,,,,,,,,,,2018,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2011-BLG-0173L,269.316666672,-28.683888903,,,,,,6200.0,1.7,1.7,,,,0.4,0.2,0.2,,,,,,,,,,,,,
OGLE-2011-BLG-0251L b,Confirmed,0.96,0.14,0.14,,,,,,,,,,3.86,0.64,0.64,,,,,,,,2012,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2011-BLG-0251L,264.559083338,-27.1361388938,,,,,,4090.0,660.0,660.0,,,,0.47,0.07,0.07,,,,,,,,,,,,,
OGLE-2011-BLG-0265L b,Confirmed,0.88,0.18,0.18,,,,,,,,,,1.89,0.25,0.25,,,,,,,,2015,2015-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2011-BLG-0265L,269.450000016,-27.394444461,,,,,,4380.0,510.0,510.0,,,,0.211,0.068,0.068,,,,,,,,,,,,,
